ApplicationDate;requested_amount;has_co_adress;CivilStatus;NrOfChildren;age;Has_Co_Appl_Flag;UC_Req_L3M;UC_Req_L6M;UC_Req_L12M;Bureau_Score;Blanco_loan_debt;NumberOfLoans;Has_Mortgage;default_flag;income_year1;income_year2;refinance_flag;has_repayment_loan;has_creditcard_loan;gender;broker_id;NrOfCars
52020;400000;0;Single;0;46;0;3;5;8;1.9;344628;3;0;0;$402,300.00;$486,800.00;1;0;0;M;6;5
52020;130000;0;Married;0;35;0;2;4;8;10.6;191878;2;0;1;$255,600.00;$79,400.00;1;0;1;M;14;2
52020;400000;0;Cohabiting;3;32;0;3;27;36;11.3;405650;7;0;0;$213,700.00;$271,900.00;1;0;1;F;8;5
52020;300000;0;Single;0;43;0;8;8;12;1.2;214774;5;0;0;$329,400.00;$407,300.00;1;0;0;M;13;4
52020;120000;0;Single;0;70;0;1;1;1;0.9;113717;4;0;0;$219,000.00;$219,200.00;1;0;1;F;10;3
52020;120000;0;Single;0;68;0;1;3;4;2.7;41675;8;1;0;$223,800.00;$224,600.00;1;1;1;M;10;2
52020;290000;0;Single;0;55;0;6;9;13;7.5;289794;4;0;0;$178,400.00;$172,000.00;1;0;0;M;10;0
52020;50000;0;Single;0;51;0;4;4;5;3.8;17299;4;0;0;$290,800.00;$274,000.00;1;0;1;M;14;3
52020;80000;0;Married;0;45;0;20;24;64;7.5;42296;6;1;0;$410,700.00;$344,400.00;0;0;1;F;10;2
52020;30000;0;Married;1;40;0;2;6;13;2;206725;7;0;0;$333,300.00;$318,200.00;1;1;0;F;2;4
52020;90000;0;Single;1;39;0;4;6;12;3.3;101791;4;1;0;$362,000.00;$367,500.00;1;0;1;F;1;4
52020;70000;0;Married;0;36;0;2;2;2;0.6;0;1;0;0;$244,700.00;$91,500.00;1;1;0;F;12;4
52020;120000;0;Married;3;34;0;1;4;5;4.9;0;1;0;0;$233,100.00;$124,000.00;1;0;1;M;2;3
52020;20000;0;Single;0;31;0;3;3;7;4;27323;1;0;0;$313,700.00;$178,700.00;0;0;0;M;14;2
52020;20000;0;Single;0;29;0;3;3;12;1.3;16180;3;0;0;$252,200.00;$148,000.00;0;1;0;M;10;2
52020;200000;0;Cohabiting;0;29;0;2;3;6;4.2;146110;4;1;0;$281,800.00;$303,100.00;1;1;1;M;10;4
52020;110000;0;Single;0;28;0;4;6;7;12.1;0;3;0;0;$210,000.00;$176,900.00;1;0;1;M;2;3
52020;300000;0;Cohabiting;2;28;0;2;3;4;1.2;31641;4;0;0;$255,000.00;$196,200.00;1;0;0;F;12;1
52020;20000;0;Single;0;25;0;9;30;30;20.8;128210;10;0;0;$229,500.00;$218,000.00;1;1;1;M;2;4
52020;60000;0;Single;0;23;0;9;21;30;12.4;323166;5;0;1;$287,000.00;$204,500.00;1;0;1;F;2;3
52020;120000;0;Cohabiting;0;22;0;2;4;6;6.2;6911;5;0;0;$183,500.00;$256,900.00;1;0;1;F;6;1
52020;50000;0;Single;0;54;0;2;9;9;8.3;23111;6;1;0;$176,100.00;$296,700.00;1;0;1;M;7;6
52020;500000;0;Married;1;46;0;1;3;10;2.9;132046;10;0;0;$284,400.00;$312,400.00;1;1;1;F;8;2
52020;230000;0;Cohabiting;2;43;0;8;12;18;14.4;407543;6;0;0;$350,300.00;$292,000.00;1;0;1;M;16;3
52020;100000;0;Single;1;41;0;6;8;14;4.6;266627;6;0;0;$346,900.00;$326,100.00;1;0;1;M;7;2
52020;30000;0;Married;2;35;0;2;4;4;0.2;67146;8;1;0;$241,000.00;$359,900.00;0;1;1;M;10;2
52020;280000;0;Cohabiting;0;28;0;4;7;59;2.5;197603;2;0;0;$147,300.00;$196,700.00;1;0;0;M;10;1
52020;110000;0;Married;2;41;0;2;13;25;4.9;142237;6;0;0;$336,100.00;$247,400.00;1;1;0;M;11;1
52020;120000;0;Cohabiting;0;62;0;2;6;12;4;51996;2;0;0;$233,400.00;$207,500.00;1;0;1;F;12;3
52020;250000;0;Cohabiting;0;51;0;32;40;48;3.1;400034;11;1;0;$313,600.00;$300,500.00;1;0;1;F;9;3
52020;100000;0;Married;2;43;0;3;3;4;3;346457;12;1;0;$394,700.00;$449,300.00;1;0;1;F;16;4
52020;150000;0;Married;0;41;0;4;7;9;6.6;148735;6;0;0;$183,600.00;$198,700.00;1;0;1;M;7;1
52020;300000;0;Single;0;57;0;3;4;12;10.7;241198;12;1;0;$212,700.00;$196,600.00;1;1;1;F;9;3
52020;10000;0;Single;1;30;0;1;1;3;2.5;114598;5;0;0;$227,800.00;$189,400.00;0;0;1;M;8;2
52020;100000;0;Single;0;62;0;3;5;7;5;72209;4;0;0;$367,100.00;$340,200.00;1;0;1;M;14;6
52020;60000;0;Single;0;59;0;4;7;12;17.2;29000;5;0;0;$256,300.00;$251,600.00;1;0;1;F;10;0
52020;50000;0;Married;0;37;0;6;9;27;3.5;0;9;1;0;$212,700.00;$225,300.00;0;1;1;F;14;8
52020;100000;0;Married;0;27;0;1;5;5;1.5;0;2;1;0;;$244,900.00;0;0;0;F;14;8
52020;300000;0;Married;0;54;0;2;3;7;4.4;154546;9;1;0;$363,600.00;$336,300.00;1;0;1;M;10;0
52020;150000;0;Cohabiting;1;30;0;8;10;10;6.2;412329;8;0;0;$286,400.00;$272,800.00;1;0;1;M;10;1
52020;90000;0;Cohabiting;0;30;0;3;3;5;2.3;26728;3;0;0;$124,800.00;$342,800.00;0;1;0;M;14;1
52020;60000;0;Cohabiting;0;22;0;2;2;6;3.5;0;3;0;0;$230,500.00;$115,100.00;1;0;1;F;2;4
52020;100000;0;Cohabiting;3;51;0;2;2;3;0.3;119990;5;1;0;$242,300.00;$279,600.00;1;1;0;M;2;0
52020;10000;0;Married;2;44;0;2;4;12;2.6;107093;14;1;0;$343,000.00;$318,900.00;0;1;1;M;3;2
52020;60000;0;Cohabiting;0;30;0;1;3;4;4.5;34965;3;0;0;;$351,400.00;0;0;1;M;1;8
52020;40000;0;Cohabiting;2;58;0;1;3;7;15.8;177310;9;0;0;$210,500.00;$231,500.00;1;0;1;F;10;2
52020;60000;0;Married;2;53;0;2;5;7;0.9;97100;10;1;0;$311,700.00;$275,800.00;1;1;1;M;10;0
52020;20000;0;Single;0;49;0;1;3;3;1.3;27353;2;0;0;$292,600.00;$279,600.00;0;0;0;F;1;4
52020;180000;0;Married;1;43;0;5;7;14;3.2;181956;11;0;0;$270,900.00;$288,500.00;1;1;1;F;1;2
52020;60000;0;Single;0;39;0;1;4;12;19.8;213450;5;0;1;$300,300.00;$361,100.00;1;0;1;M;2;5
52020;10000;0;Single;0;36;0;9;10;24;7.3;87658;6;1;0;$295,000.00;$278,200.00;0;1;1;F;14;1
52020;20000;0;Single;0;28;0;5;6;10;8;103901;8;1;0;$157,300.00;$196,100.00;0;1;1;F;2;3
52020;130000;0;Cohabiting;1;25;0;3;3;3;11.8;0;1;0;0;$222,900.00;$192,900.00;1;0;1;F;10;1
52020;280000;0;Cohabiting;0;46;0;3;4;7;4.5;339359;10;0;0;$302,300.00;$294,100.00;1;1;1;M;10;2
52020;50000;0;Cohabiting;0;42;0;1;1;2;2.2;322243;20;0;0;$282,900.00;$270,800.00;1;1;1;F;1;4
52020;400000;0;Single;0;24;0;4;4;8;4.5;202156;6;0;0;$334,100.00;$303,500.00;1;0;1;M;14;4
52020;60000;0;Married;2;55;0;18;22;24;16.3;0;6;0;0;$308,700.00;$277,300.00;0;0;1;F;10;1
52020;70000;0;Cohabiting;0;31;0;5;7;11;4.9;496452;5;0;1;$328,800.00;$198,100.00;1;0;0;M;2;2
52020;250000;0;Single;0;33;0;4;4;4;2.2;394975;5;0;1;$187,800.00;$250,300.00;1;0;0;F;2;4
52020;20000;0;Married;0;54;0;1;1;2;0.2;0;1;0;0;$335,400.00;$259,900.00;1;0;0;F;1;1
52020;200000;0;Cohabiting;2;34;0;3;6;9;18;282226;4;0;0;$354,500.00;$306,000.00;1;0;1;M;8;2
52020;180000;0;Cohabiting;0;30;0;8;12;16;22.3;261920;12;1;0;$274,800.00;$298,200.00;1;0;1;M;10;3
52020;20000;0;Married;0;27;0;11;16;18;17;286109;3;0;0;$307,300.00;$333,700.00;1;0;1;F;10;8
52020;20000;0;Single;0;25;0;10;16;16;10.6;164265;6;0;0;$269,900.00;$258,300.00;0;0;1;F;8;2
52020;300000;0;Married;0;23;0;8;8;28;2.9;297971;1;0;0;$332,100.00;$217,200.00;1;0;0;M;13;8
52020;300000;0;Single;0;22;0;6;12;23;15.7;137857;6;0;0;$351,800.00;$256,700.00;1;0;1;M;14;4
52020;120000;0;Cohabiting;0;22;0;6;15;29;8.4;172836;6;0;0;$370,700.00;$360,200.00;0;1;1;F;3;1
52020;400000;0;Cohabiting;0;27;0;6;6;12;0.5;0;3;0;1;;$234,600.00;1;1;1;M;9;10
52020;100000;0;Married;1;26;0;11;19;30;19.4;0;4;0;0;$234,200.00;$174,500.00;1;1;1;M;7;4
52020;400000;0;Cohabiting;0;23;0;10;15;30;5.3;247249;4;0;0;$209,200.00;$170,100.00;1;0;1;F;10;3
52020;30000;0;Single;0;29;0;1;3;5;9.9;41450;5;0;1;$253,900.00;$299,400.00;0;0;1;M;10;3
52020;50000;0;Cohabiting;2;31;0;4;5;6;9.6;49610;3;0;0;$294,200.00;$323,600.00;1;0;1;M;9;2
52020;10000;0;Cohabiting;0;41;0;7;10;13;24.2;189662;7;0;1;$177,200.00;$172,800.00;1;1;1;F;8;4
52020;50000;0;Married;1;45;0;8;8;8;0.6;0;0;0;0;$227,300.00;$53,900.00;0;0;0;M;10;4
52020;60000;0;Cohabiting;0;47;0;1;2;5;4.6;0;3;0;0;$297,400.00;$166,800.00;1;0;1;F;15;2
52020;280000;0;Married;2;52;0;8;10;10;4.2;206886;8;0;0;$373,300.00;$452,900.00;1;1;1;M;13;3
52020;30000;0;Single;0;58;0;2;4;5;2.6;121729;4;0;0;$268,700.00;$253,400.00;0;0;0;F;1;5
52020;100000;0;Married;0;51;0;2;2;10;1.1;301871;6;0;0;$189,200.00;$245,500.00;1;0;0;M;9;0
52020;70000;0;Cohabiting;0;24;0;1;4;4;5.2;278722;8;1;0;$390,000.00;$311,000.00;1;1;1;F;10;2
52020;300000;0;Single;0;49;0;4;12;32;1.3;350470;6;0;0;$202,500.00;$216,200.00;1;0;1;F;14;2
52020;10000;0;Married;0;70;0;4;5;6;1.7;99610;5;0;0;$154,300.00;$150,200.00;0;0;0;M;8;4
52020;100000;1;Married;0;49;0;2;3;4;1.8;0;0;0;0;$195,500.00;$92,700.00;1;0;0;F;8;2
52020;100000;0;Single;0;54;0;4;6;6;5.5;73504;5;0;1;$287,200.00;$290,400.00;1;0;1;M;8;4
52020;40000;0;Cohabiting;0;22;0;6;12;18;5.8;0;0;0;1;$137,200.00;$28,600.00;0;0;0;M;10;5
52020;100000;0;Cohabiting;1;32;0;2;2;4;1.6;30666;5;1;0;$327,800.00;$204,600.00;1;1;1;F;8;5
52020;190000;0;Married;2;39;0;4;6;12;7.3;98315;7;1;0;$374,400.00;$406,200.00;1;0;1;M;10;1
52020;150000;0;Married;0;48;0;3;3;3;3.1;0;2;0;0;$214,500.00;$166,600.00;0;0;1;F;8;4
52020;70000;0;Single;0;55;0;1;2;3;3.6;55021;1;0;0;$317,000.00;$365,200.00;1;0;0;F;10;5
52020;170000;0;Single;0;62;0;12;18;30;8.2;153765;2;0;0;$234,600.00;$300,500.00;1;0;1;F;11;5
52020;70000;0;Cohabiting;0;62;0;2;2;2;2;0;3;1;0;$156,400.00;$86,500.00;0;0;1;F;2;3
52020;40000;0;Cohabiting;0;61;0;2;3;4;2.9;143889;8;1;0;$316,200.00;$325,600.00;1;0;1;M;2;10
52020;40000;0;Married;0;55;0;1;1;3;0.2;59688;5;1;0;$359,000.00;$357,400.00;0;0;0;M;8;1
52020;50000;0;Single;0;51;0;3;5;5;3.3;24746;4;1;0;$286,500.00;$233,700.00;0;1;1;F;1;3
52020;80000;0;Single;0;49;0;1;3;9;12.1;356744;8;0;0;$431,200.00;$357,400.00;1;0;1;M;1;0
52020;300000;0;Single;0;43;0;2;2;6;6.6;0;2;0;0;$144,300.00;$148,000.00;1;0;1;M;15;6
52020;120000;0;Cohabiting;3;41;0;16;22;26;17;101308;4;0;0;$203,800.00;$2,800.00;1;0;1;F;11;2
52020;250000;1;Single;0;39;0;1;1;2;5.5;499;3;0;0;$161,000.00;$185,500.00;1;0;1;F;10;0
52020;350000;0;Married;2;35;0;12;16;26;3.1;266956;13;1;0;$440,600.00;$419,800.00;1;1;1;M;8;0
52020;200000;0;Cohabiting;0;32;0;3;10;21;12;194159;4;0;0;$195,500.00;$406,300.00;1;1;1;M;13;2
52020;130000;0;Married;2;32;0;6;10;18;2.2;95392;5;1;0;$261,600.00;$119,700.00;1;1;1;F;13;1
52020;70000;0;Married;2;27;0;4;5;13;19.8;0;3;0;0;$157,200.00;$95,000.00;1;1;1;F;8;0
52020;10000;0;Married;2;23;0;8;14;21;19;40579;3;0;0;$212,500.00;$294,400.00;0;1;1;M;10;1
52020;10000;0;Single;0;21;0;10;12;12;6.3;0;0;0;1;$170,700.00;$68,000.00;0;0;0;F;1;4
52020;150000;0;Single;0;33;0;2;4;13;13;33654;9;0;0;$247,500.00;$291,500.00;1;1;1;F;14;4
52020;40000;0;Single;0;29;0;1;1;1;0.5;0;0;0;0;;$25,400.00;0;0;0;M;10;8
52020;60000;0;Single;0;57;0;5;20;35;13.5;29854;5;0;0;$198,000.00;$174,600.00;1;0;1;M;12;0
52020;150000;0;Married;0;42;0;2;2;8;1;367539;1;0;0;$438,700.00;$357,500.00;1;0;0;M;13;2
52020;100000;0;Single;0;25;0;8;12;16;14.8;211894;7;0;0;$290,500.00;$268,200.00;1;0;1;M;14;0
52020;130000;0;Cohabiting;0;63;0;2;2;5;4.1;106858;6;1;0;$142,300.00;$142,900.00;1;0;1;F;13;1
52020;70000;0;Cohabiting;2;47;0;1;1;3;2.2;112169;12;1;0;$442,400.00;$373,800.00;1;0;1;M;8;3
52020;300000;0;Single;0;64;0;6;9;27;5.5;374053;8;1;0;$273,500.00;$277,300.00;1;0;1;M;16;2
52020;400000;0;Single;0;56;0;8;10;20;1.8;465943;7;0;0;$285,100.00;$330,200.00;1;0;1;F;13;2
52020;300000;0;Single;0;37;0;4;8;36;13.7;216510;5;0;0;$266,100.00;$310,400.00;1;1;1;F;15;4
52020;300000;0;Married;2;32;0;3;6;10;6.8;288224;9;1;0;$350,300.00;$206,500.00;1;0;1;F;10;3
52020;100000;0;Cohabiting;2;29;0;4;7;15;2.5;344204;5;1;0;;$251,300.00;1;1;1;M;2;6
52020;40000;0;Single;0;67;0;10;12;16;16.2;108015;5;0;0;$194,900.00;$136,100.00;1;0;1;M;8;2
52020;10000;0;Single;0;48;0;8;8;12;1.3;37089;5;0;0;$366,000.00;$359,900.00;0;1;1;M;2;2
52020;40000;0;Married;0;47;0;20;45;60;12.2;43755;10;1;0;$333,500.00;$362,300.00;0;0;1;M;3;6
52020;70000;0;Married;3;42;0;2;2;4;1.6;389427;11;1;0;$381,000.00;$390,300.00;1;1;1;M;8;4
52020;150000;0;Married;3;39;0;8;16;28;12.4;269936;7;1;0;$717,200.00;$230,200.00;1;0;1;M;14;3
52020;200000;0;Married;0;38;0;3;4;6;7.6;93817;8;0;0;$219,700.00;$164,400.00;1;0;1;M;14;3
52020;140000;0;Married;1;38;0;3;4;4;4.9;91331;8;0;0;$247,500.00;$187,900.00;1;0;1;F;8;0
52020;80000;0;Cohabiting;1;37;0;2;4;6;7;285768;8;0;0;;$58,800.00;1;1;1;F;8;2
52020;50000;0;Married;0;35;0;6;6;12;5.5;59526;2;0;0;$124,000.00;$95,500.00;1;0;0;F;12;1
52020;110000;0;Single;0;26;0;3;5;5;6.6;20116;3;0;0;;$241,400.00;1;0;1;M;8;10
52020;130000;0;Single;0;26;0;3;4;4;1.3;84433;5;0;0;$178,600.00;$288,600.00;0;1;0;F;2;0
52020;330000;0;Single;0;25;0;3;4;5;8.2;288356;4;0;0;$322,800.00;$349,100.00;1;0;1;M;10;4
52020;500000;0;Single;1;46;0;12;14;20;10.4;351429;8;1;0;$333,900.00;$340,400.00;1;1;1;F;8;4
52020;400000;0;Cohabiting;0;42;0;3;3;15;1.4;158891;1;0;1;$447,100.00;$457,500.00;1;0;0;M;13;1
52020;180000;0;Married;1;37;0;12;12;12;1.6;405573;3;0;0;$311,700.00;$248,200.00;1;0;0;M;14;4
52020;270000;0;Single;0;33;0;3;9;11;15.4;222608;5;1;0;$205,100.00;$131,600.00;1;1;1;F;15;5
52020;30000;0;Single;0;28;0;4;8;8;3.2;0;0;0;1;$159,800.00;$46,800.00;0;0;0;M;10;3
52020;30000;0;Single;0;21;0;3;6;17;16.7;159109;7;0;0;$315,800.00;$208,600.00;1;1;1;M;10;5
52020;500000;0;Cohabiting;3;54;0;2;3;5;7.5;366955;9;0;0;$369,100.00;$374,300.00;1;0;1;M;8;2
52020;350000;0;Single;0;51;0;9;9;9;3.9;280816;4;0;1;$226,900.00;$214,400.00;1;1;1;M;2;1
52020;180000;0;Cohabiting;0;27;0;3;3;7;9.8;79057;12;0;0;$308,600.00;$215,000.00;1;1;1;M;13;1
52020;220000;0;Single;0;22;0;6;18;30;18.3;151200;6;0;0;$151,400.00;$239,500.00;1;0;1;F;10;3
52020;200000;0;Single;0;33;0;1;1;8;1.8;92453;4;0;0;$327,900.00;$169,200.00;1;0;1;M;8;1
52020;130000;0;Cohabiting;0;70;0;9;18;21;6;103716;3;0;0;$206,300.00;$200,800.00;1;0;0;F;14;10
52020;300000;0;Cohabiting;0;68;0;2;4;10;1.5;420806;9;1;0;$367,900.00;$379,400.00;1;0;1;M;11;5
52020;120000;0;Married;0;49;0;2;4;4;0.1;40680;4;1;0;$474,100.00;$434,700.00;1;0;0;M;6;4
52020;220000;0;Single;0;27;0;2;4;11;5.6;237863;5;0;0;$367,600.00;$117,300.00;1;0;1;M;2;2
52020;70000;0;Cohabiting;0;23;0;1;6;9;10.6;0;5;1;0;$207,700.00;$231,500.00;1;0;1;M;8;4
52020;160000;0;Single;0;70;0;2;5;7;2;174000;5;0;0;$179,200.00;$180,300.00;1;0;1;M;9;0
52020;170000;0;Married;0;54;0;1;2;4;1.4;179333;2;0;0;$246,800.00;$342,700.00;1;0;0;M;8;2
52020;470000;0;Married;0;69;0;2;2;2;2.4;271264;6;0;0;$472,500.00;$415,000.00;1;0;1;M;2;2
52020;400000;0;Married;0;34;0;18;18;42;16.5;281461;5;0;0;$117,200.00;$230,100.00;1;0;1;M;6;4
52020;350000;0;Married;0;31;0;10;10;12;0.4;0;3;1;0;$438,600.00;$154,600.00;1;0;0;M;10;0
52020;20000;0;Single;0;37;0;6;7;11;24;264994;12;0;0;$296,100.00;$246,300.00;1;0;1;M;10;8
52020;400000;0;Married;4;39;0;7;7;15;2.2;173996;7;1;0;$225,600.00;$351,300.00;1;0;1;M;16;3
52020;20000;0;Single;0;54;0;18;22;38;22.7;35739;14;1;1;$151,900.00;$190,700.00;0;0;1;M;10;2
52020;50000;0;Single;0;35;0;12;15;30;12.1;204227;6;1;0;$269,100.00;$270,700.00;1;0;1;M;1;2
52020;30000;0;Single;0;33;0;3;6;9;1.5;18565;3;0;0;$177,400.00;$50,500.00;0;0;0;M;10;4
52020;90000;0;Cohabiting;1;31;0;6;9;12;1.1;0;3;1;0;$136,400.00;$225,700.00;0;0;0;M;12;4
52020;80000;0;Cohabiting;2;28;0;3;9;21;13.7;0;6;0;0;$204,400.00;$212,700.00;1;1;1;F;10;2
52020;20000;0;Cohabiting;0;64;0;3;4;4;0.5;0;9;1;0;$280,700.00;$238,600.00;0;1;1;M;14;4
52020;70000;0;Cohabiting;2;33;0;1;1;1;1.9;468811;6;0;0;$257,600.00;$267,600.00;1;1;1;F;10;6
52020;20000;0;Cohabiting;0;32;0;4;7;8;2.6;460839;8;0;0;$263,400.00;$370,400.00;1;1;1;M;14;5
52020;10000;0;Single;0;30;0;18;27;27;9;60060;5;0;0;$323,300.00;$255,100.00;0;1;1;F;10;3
52020;80000;0;Married;0;29;0;2;2;5;4.5;114313;6;0;0;$203,500.00;$220,000.00;1;1;1;F;2;1
52020;60000;0;Single;0;29;0;2;5;12;24.7;259463;7;0;0;$299,400.00;$328,200.00;1;1;1;F;14;3
52020;220000;0;Cohabiting;0;26;0;2;4;6;15.5;164491;3;0;0;$128,000.00;$203,300.00;1;1;1;F;12;0
52020;150000;0;Single;0;24;0;1;2;4;4.6;93000;3;0;0;$200,600.00;$282,300.00;1;0;1;M;15;3
52020;20000;0;Single;0;63;0;1;1;2;0.3;30592;9;1;0;$526,600.00;$525,400.00;0;1;1;F;2;4
52020;40000;0;Married;1;37;0;6;7;9;12.2;270000;3;0;0;;$35,400.00;1;0;1;M;2;2
52020;90000;0;Single;0;25;0;4;9;13;23.1;0;3;0;0;$479,300.00;$310,100.00;1;1;1;F;14;8
52020;100000;0;Married;0;58;0;3;6;9;25;280098;7;0;0;$264,500.00;$267,400.00;1;0;1;M;14;1
52020;150000;0;Married;0;56;0;5;5;6;3.5;118635;1;0;0;$130,100.00;$131,700.00;1;0;0;F;8;3
52020;150000;0;Cohabiting;0;51;0;2;4;7;1.8;214829;18;1;0;$250,500.00;$248,400.00;1;1;1;F;14;2
52020;70000;0;Married;1;46;0;2;3;4;2.7;235071;9;1;0;$168,300.00;$149,600.00;1;1;1;F;10;2
52020;200000;0;Cohabiting;3;43;0;3;3;5;4.2;410792;5;0;0;$339,100.00;$184,900.00;1;1;1;F;10;6
52020;30000;0;Cohabiting;0;42;0;8;8;10;4;9403;4;0;0;$219,500.00;$108,500.00;1;1;1;F;14;1
52020;80000;0;Married;1;41;0;4;4;5;1.4;18767;10;1;0;$222,100.00;$181,500.00;1;1;1;F;8;4
52020;110000;0;Married;1;40;0;18;29;50;14.6;0;9;1;0;$258,000.00;$150,100.00;0;0;1;M;10;1
52020;170000;0;Married;5;40;0;2;3;7;5.3;48035;2;0;0;$284,300.00;$136,500.00;1;0;1;M;8;2
52020;90000;0;Cohabiting;1;38;0;2;10;12;20.1;401049;6;0;1;$446,700.00;$423,500.00;1;1;1;M;14;3
52020;100000;0;Single;0;32;0;2;12;12;19.2;423699;11;0;0;$348,100.00;$259,000.00;1;1;1;M;14;4
52020;70000;0;Cohabiting;0;30;0;3;4;10;10.6;227540;7;0;0;$256,000.00;$221,700.00;1;0;1;M;8;3
52020;30000;0;Single;1;29;0;18;21;24;2.2;254;4;1;0;$268,900.00;$272,600.00;0;0;0;M;10;5
52020;10000;0;Single;0;27;0;3;3;5;1.9;159566;1;0;1;$337,000.00;$166,800.00;0;0;0;M;10;2
52020;170000;0;Cohabiting;0;26;0;4;6;22;18.7;122807;3;0;1;$167,700.00;$43,600.00;1;0;1;M;2;0
52020;180000;0;Married;0;64;0;2;2;5;1.1;395712;15;1;0;$262,700.00;$257,600.00;1;0;1;F;8;1
52020;200000;0;Cohabiting;0;54;0;3;8;12;8.9;163081;12;1;0;$267,700.00;$270,600.00;1;0;1;F;10;0
52020;250000;0;Married;0;33;0;5;6;9;13.9;181558;5;0;0;$325,300.00;$346,600.00;1;0;1;F;8;4
52020;210000;0;Single;0;30;0;1;1;1;2.5;87955;8;1;0;$125,800.00;$173,100.00;1;1;1;F;2;4
52020;80000;0;Single;0;26;0;4;4;5;2.7;0;0;0;0;$210,000.00;$210,000.00;0;0;0;M;10;3
52020;300000;0;Married;0;42;0;3;3;9;1.1;288616;6;0;0;$362,200.00;$352,800.00;1;1;1;M;14;0
52020;170000;0;Single;0;30;0;1;2;2;1.1;72326;1;0;0;$212,500.00;$244,400.00;1;0;0;M;6;3
52020;250000;0;Married;1;50;0;8;9;12;3.6;0;0;0;0;$171,700.00;$132,000.00;1;0;0;F;8;6
52020;50000;0;Cohabiting;0;24;0;8;12;22;19.4;187809;7;0;0;$193,400.00;$173,500.00;1;1;1;M;14;1
52020;200000;0;Married;0;55;0;3;6;18;6.1;144332;5;0;0;;$632,100.00;1;0;1;M;14;2
52020;120000;0;Married;0;69;0;6;6;6;0.9;57941;9;1;0;$226,400.00;$432,000.00;1;0;1;F;10;4
52020;60000;0;Single;1;47;0;2;4;10;4.9;59058;6;0;0;$273,600.00;$277,700.00;1;0;1;M;2;8
52020;80000;0;Married;0;38;0;3;4;6;6.2;39419;5;0;0;$229,300.00;$96,100.00;1;0;1;M;14;2
52020;100000;0;Single;0;24;0;1;1;3;2.8;0;1;0;0;$141,300.00;$78,100.00;0;0;1;M;2;2
52020;50000;0;Cohabiting;0;21;0;8;16;20;7.1;0;0;0;0;$130,300.00;$45,800.00;0;0;0;M;10;0
52020;130000;0;Cohabiting;0;40;0;8;10;12;17;372205;8;0;0;$196,500.00;$259,100.00;1;1;1;F;14;5
52020;80000;0;Married;2;37;0;2;5;7;7.2;424303;12;0;0;$279,800.00;$263,200.00;1;1;1;F;10;4
52020;280000;0;Single;0;50;0;1;2;8;15.1;179897;11;0;0;$163,500.00;$187,700.00;1;0;1;M;2;0
52020;50000;0;Cohabiting;1;36;0;1;1;1;0.3;0;3;1;0;$162,300.00;$257,700.00;0;0;0;F;10;10
52020;20000;0;Cohabiting;0;28;0;3;4;4;6.5;24472;3;0;0;$190,900.00;$156,000.00;0;1;1;F;14;5
52020;250000;0;Single;0;25;0;6;10;24;19.1;223389;8;0;0;$242,700.00;$257,000.00;1;1;1;F;2;0
52020;50000;0;Single;0;24;0;1;4;4;5.9;26034;3;0;0;$178,400.00;$202,700.00;0;0;1;F;10;0
52020;40000;0;Cohabiting;0;43;0;2;2;2;0.5;70226;1;0;0;$287,500.00;$239,800.00;1;0;0;M;14;2
52020;400000;0;Cohabiting;0;53;0;5;10;14;15.5;147355;13;0;0;$247,800.00;$254,400.00;1;1;1;M;14;3
52020;200000;0;Cohabiting;1;24;0;18;32;42;14.5;95618;8;0;0;$223,200.00;$190,200.00;1;1;1;F;10;2
52020;150000;0;Single;0;68;0;2;5;5;0.4;442547;11;1;0;$534,000.00;$492,600.00;1;0;0;F;12;4
52020;350000;0;Single;0;38;0;2;5;9;13.2;254785;10;0;0;$256,000.00;$313,900.00;1;0;1;F;10;4
52020;140000;0;Cohabiting;0;70;0;3;6;9;0.5;142238;5;0;0;$447,600.00;$440,200.00;1;1;0;M;12;1
52020;250000;0;Married;0;67;0;8;12;22;0.9;328661;12;1;0;$416,900.00;$783,200.00;1;0;1;M;10;2
52020;100000;0;Cohabiting;0;43;0;5;12;15;3.2;492284;3;1;0;$118,000.00;$239,200.00;1;0;0;F;10;8
52020;300000;0;Married;0;32;0;4;29;40;12.8;188567;2;0;1;$304,100.00;$436,700.00;1;0;1;M;10;5
52020;50000;0;Cohabiting;0;28;0;3;3;5;6.4;148805;6;0;0;$239,700.00;$187,800.00;1;1;1;F;8;0
52020;150000;0;Cohabiting;1;23;0;1;4;16;13;86014;6;0;0;$139,100.00;$366,400.00;1;1;1;F;10;3
52020;150000;0;Single;0;21;0;2;7;16;20.4;351609;4;0;0;$286,700.00;$260,000.00;1;0;1;M;10;2
52020;40000;0;Cohabiting;2;33;0;2;2;4;1.2;39021;8;1;0;$450,000.00;$438,700.00;1;0;1;M;8;2
52020;10000;0;Single;0;32;0;6;8;14;9.4;342963;5;0;0;$290,200.00;$273,800.00;1;0;0;F;2;1
52020;120000;0;Cohabiting;0;30;0;2;3;4;3.3;57712;3;0;0;$417,300.00;$396,900.00;1;0;1;M;14;4
52020;50000;0;Cohabiting;0;30;0;1;2;3;4.2;124046;8;0;0;$195,900.00;$232,200.00;1;1;1;M;10;4
52020;120000;0;Married;0;60;0;6;6;6;3;240236;8;0;0;$122,400.00;$116,400.00;1;1;1;F;14;4
